timestamp,125,126,127,128,129,130,131,132,133,134
0,171055.0,183816.0,1864434.0,423130.0,733830.0,5267383.0,130548.0,124590.0,115386.0,170440.0
1800,303907.0,339463.0,1880508.0,514944.0,808571.0,5398291.0,229200.0,217978.0,197340.0,262381.0
3600,413085.0,440005.0,1895112.0,582975.0,893090.0,5487870.0,295728.0,264708.0,234238.0,346298.0
5400,484820.0,536611.0,1924839.0,647807.0,966742.0,5617283.0,349234.0,302775.0,261354.0,424187.0
7200,560613.0,613780.0,1946860.0,700410.0,1040418.0,5721799.0,400297.0,333888.0,281189.0,486360.0
9000,629269.0,681135.0,1973796.0,738801.0,1119340.0,5875955.0,451326.0,365033.0,308245.0,541755.0
10800,681297.0,733120.0,2006328.0,783289.0,1215306.0,5984250.0,489725.0,391367.0,331085.0,597285.0
12600,747112.0,783510.0,2018934.0,,1306313.0,6151858.0,523500.0,421005.0,351547.0,654882.0
14400,794477.0,826554.0,2041426.0,867680.0,1415134.0,6354412.0,557180.0,454315.0,369795.0,710384.0
16200,842297.0,,2061989.0,,1527805.0,6547074.0,594964.0,482994.0,397476.0,758253.0
18000,899537.0,920545.0,2097469.0,976802.0,1627420.0,6715115.0,641805.0,515812.0,425738.0,
19800,960132.0,965900.0,2125598.0,1021065.0,1739946.0,6935816.0,685305.0,557255.0,455239.0,871070.0
21600,1021240.0,1011195.0,2159352.0,1065191.0,1860539.0,7094476.0,730000.0,594509.0,480114.0,940065.0
23400,1093950.0,1064990.0,2182117.0,1110538.0,1898725.0,7258058.0,775820.0,644529.0,507794.0,1006320.0
25200,1161573.0,1110636.0,2220953.0,1162461.0,1919423.0,,816960.0,693133.0,539891.0,1065015.0
27000,1218057.0,,2258312.0,1214359.0,1936503.0,7591919.0,869025.0,743012.0,570953.0,1126062.0
28800,1289419.0,,2297943.0,1254459.0,1953140.0,7754044.0,910273.0,799351.0,603722.0,1178518.0
30600,,1184394.0,2332992.0,1292330.0,1967147.0,,951717.0,871754.0,630067.0,1225081.0
32400,1404210.0,1251833.0,2371031.0,,1979205.0,,987020.0,895096.0,649180.0,1270250.0
34200,1476089.0,1316165.0,2405609.0,1352528.0,1992432.0,,1019332.0,918945.0,673458.0,1305925.0
36000,,1354745.0,2444910.0,1374940.0,,,1045675.0,940715.0,692180.0,1349984.0
37800,1551822.0,1399628.0,2472790.0,1398181.0,2008842.0,,1068339.0,958231.0,703180.0,1376875.0
39600,1577775.0,1442434.0,2510105.0,1417842.0,2013127.0,,1079182.0,974962.0,716490.0,1393746.0
41400,,1469726.0,2562003.0,,2020189.0,,1095526.0,989564.0,725040.0,1412142.0
43200,1640243.0,1494271.0,2613797.0,1443608.0,2027093.0,,1109043.0,997792.0,733206.0,1425951.0
45000,,,2649168.0,1451662.0,2032836.0,,,,,
46800,1672469.0,1529098.0,2682620.0,1464503.0,2045375.0,,1124234.0,1020275.0,,1449336.0
48600,1682651.0,1540470.0,2741224.0,1468947.0,2051237.0,,1130424.0,1029690.0,,1457683.0
50400,1691101.0,1550850.0,2778118.0,1488603.0,2063744.0,,1136101.0,1035424.0,759364.0,1465763.0
52200,1702732.0,1565575.0,2817060.0,1499430.0,2075540.0,,1142915.0,1037462.0,762821.0,
54000,1717610.0,1574755.0,2872142.0,1514390.0,2087042.0,,1156245.0,1043635.0,774449.0,1497812.0
55800,1743729.0,1589760.0,2958318.0,1538140.0,2094093.0,,1175590.0,1050466.0,784156.0,1509252.0
57600,1772297.0,1605711.0,3001939.0,,2101820.0,,1194163.0,1062903.0,794760.0,1534470.0
59400,1800360.0,1620709.0,3067103.0,1574947.0,2121244.0,,1209556.0,1073635.0,807192.0,1558429.0
61200,1824579.0,1647050.0,3136984.0,1605765.0,2137163.0,,1236167.0,1094113.0,819960.0,1586375.0
63000,,1670411.0,3204702.0,1633035.0,2151485.0,,1257342.0,1106089.0,835374.0,1618030.0
