timestamp,125,126,127,128,129,130,131,132,133,134
0,106555.0,135500.0,792100.0,232213.0,396528.0,1324778.0,77062.0,77715.0,71897.0,107137.0
1800,164280.0,226877.0,797432.0,269493.0,435120.0,1346193.0,136690.0,142905.0,125946.0,163789.0
3600,193620.0,275578.0,804225.0,300094.0,476307.0,1371200.0,164450.0,169117.0,154954.0,196311.0
5400,214550.0,322430.0,815040.0,324278.0,514855.0,1396482.0,184080.0,189207.0,168147.0,220141.0
7200,236931.0,359910.0,826952.0,346405.0,555278.0,1420500.0,203293.0,205620.0,179940.0,240625.0
9000,257320.0,391506.0,840846.0,366720.0,600307.0,1456150.0,218145.0,218255.0,192076.0,260383.0
10800,275736.0,416645.0,853333.0,386120.0,650808.0,1493453.0,233800.0,231736.0,200640.0,278940.0
12600,294013.0,441305.0,862766.0,,705774.0,1531830.0,247250.0,244282.0,210220.0,296989.0
14400,311710.0,464343.0,872177.0,425513.0,771331.0,1570562.0,261714.0,257002.0,218893.0,317688.0
16200,328640.0,,882594.0,,836550.0,1607495.0,275775.0,271260.0,228735.0,335882.0
18000,345678.0,510121.0,893387.0,466610.0,912422.0,1648622.0,292292.0,285960.0,240135.0,
19800,367259.0,532511.0,902957.0,490717.0,980847.0,1686320.0,310835.0,303909.0,251745.0,379484.0
21600,388630.0,556915.0,914638.0,511019.0,1052000.0,1720982.0,327585.0,323558.0,263430.0,403104.0
23400,409259.0,579532.0,927656.0,532740.0,1073061.0,1751383.0,346215.0,344400.0,275251.0,423711.0
25200,429605.0,605210.0,938370.0,556910.0,1080761.0,,365655.0,365910.0,288604.0,446389.0
27000,453137.0,,952163.0,576467.0,1090525.0,1801805.0,381773.0,387560.0,299870.0,466512.0
28800,473735.0,,965404.0,592340.0,1098520.0,1826797.0,397500.0,410670.0,311590.0,484966.0
30600,,641383.0,978325.0,610960.0,1105913.0,,409495.0,435189.0,320640.0,504242.0
32400,508860.0,663748.0,992210.0,,1111405.0,,421616.0,448113.0,329523.0,522227.0
34200,523412.0,689189.0,1004161.0,636360.0,1117041.0,,432860.0,461319.0,337996.0,534379.0
36000,,709190.0,1015524.0,643329.0,,,441990.0,473999.0,345189.0,546695.0
37800,545936.0,727724.0,1029809.0,650472.0,1126616.0,,450563.0,483870.0,351045.0,557563.0
39600,553645.0,741013.0,1047960.0,658885.0,1130104.0,,456775.0,490805.0,355165.0,566685.0
41400,,754289.0,1063884.0,,1132676.0,,463295.0,496724.0,359976.0,573929.0
43200,567574.0,764975.0,1077980.0,671000.0,1136245.0,,466861.0,502435.0,363010.0,580225.0
45000,,,1094230.0,675990.0,1139770.0,,,,,
46800,576860.0,780827.0,1110255.0,680840.0,1144324.0,,473115.0,512486.0,,589367.0
48600,580225.0,788932.0,1126002.0,686685.0,1151030.0,,476601.0,519287.0,,593875.0
50400,583477.0,794984.0,1143680.0,692672.0,1157378.0,,479640.0,524990.0,379553.0,598620.0
52200,586780.0,799610.0,1165854.0,701384.0,1165325.0,,484747.0,530058.0,383771.0,
54000,590868.0,806495.0,1184773.0,709592.0,1172578.0,,490100.0,533925.0,389239.0,610435.0
55800,596175.0,812169.0,1208893.0,719510.0,1179168.0,,498401.0,541767.0,395210.0,617507.0
57600,602868.0,820434.0,1231930.0,,1186095.0,,508640.0,548793.0,405355.0,628776.0
59400,609828.0,829492.0,1254495.0,740931.0,1193907.0,,517878.0,557447.0,413941.0,641449.0
