timestamp,133,130,128,132,131,129,126,134,127,125,145,144,143,142,141,140,139,138,137,136,135
183600,1193475.0,8592511.0,2125560.0,,1685465.0,2485029.0,2485035.0,2189917.0,3221335.0,2407877.0,7053090.0,3094022.0,1342761.0,1134965.0,1549830.0,5126480.0,1699520.0,1584589.0,5761869.0,2132822.0,2313328.0
185400,1204763.0,8608358.0,2136381.0,,1696833.0,2499158.0,2505476.0,2216595.0,3250915.0,2428680.0,7137045.0,3120505.0,1354719.0,1143785.0,1557895.0,5302298.0,1715523.0,1602677.0,5830751.0,2147976.0,2324265.0
187200,1213363.0,8642608.0,2155115.0,,1710088.0,2518631.0,2530042.0,2227480.0,3265547.0,2448390.0,7227433.0,3146965.0,1366815.0,1154808.0,1564824.0,5400661.0,,1620130.0,5905187.0,2168874.0,2340127.0
189000,1227444.0,8675124.0,,,1720756.0,2534051.0,2543754.0,2248035.0,3285731.0,2474658.0,7309165.0,3167605.0,1374600.0,1164574.0,1575145.0,5501287.0,,1640751.0,5968531.0,2190541.0,2367484.0
190800,,8718349.0,2203379.0,,1739838.0,2554502.0,2559837.0,2260695.0,3311963.0,2493174.0,7366110.0,3207210.0,1387558.0,1174365.0,1591233.0,5619922.0,,,6023266.0,2213210.0,2401126.0
192600,,8808318.0,2228336.0,,1763620.0,2572616.0,2589057.0,2292890.0,3333925.0,2512725.0,7417725.0,3239145.0,1403579.0,1185021.0,1606141.0,5751576.0,,,6084313.0,,2420563.0
194400,,8925612.0,2254635.0,,1773698.0,2600900.0,2616552.0,2316730.0,3365901.0,2539614.0,7458204.0,3280387.0,1414955.0,1205211.0,1622041.0,5865095.0,,1692810.0,6114625.0,2262884.0,2445851.0
196200,,9066168.0,2280928.0,,1790784.0,2615338.0,2653880.0,2339387.0,3387347.0,2563135.0,7510114.0,3317751.0,1432530.0,1216671.0,1644267.0,5934515.0,,,6134539.0,2285250.0,2477602.0
198000,1299598.0,9168374.0,2305085.0,,1813464.0,2640439.0,2693684.0,2359964.0,3401595.0,2591730.0,7535736.0,3351377.0,1453496.0,1229603.0,1653960.0,6001265.0,,1727810.0,6169790.0,2310060.0,2514233.0
199800,,9275689.0,2331525.0,,1833698.0,2657140.0,2727501.0,2383168.0,3416455.0,2612371.0,7549813.0,3401033.0,1468790.0,1244692.0,1674407.0,,,1746244.0,,2345884.0,2546752.0
201600,,9391718.0,2349648.0,,1847970.0,2677891.0,2760405.0,,3439500.0,2649696.0,7571948.0,3437881.0,1483699.0,1256270.0,1686105.0,6117752.0,1866850.0,1756104.0,6211922.0,,2573430.0
203400,,9459331.0,,,1873728.0,,2781338.0,2432827.0,3461180.0,2675478.0,,3474967.0,1496680.0,1268224.0,1695151.0,6138242.0,,1771824.0,6222612.0,2401636.0,2596239.0
