timestamp,125,126,127,128,129,130,131,132,133,134
0,95626.0,125985.0,693310.0,210035.0,355690.0,1109353.0,70452.0,69253.0,65280.0,96460.0
1800,151899.0,213015.0,697776.0,243360.0,387825.0,1125885.0,123011.0,127995.0,115465.0,152810.0
3600,172868.0,256027.0,704698.0,268140.0,425274.0,1149067.0,152482.0,157140.0,141024.0,179845.0
5400,190842.0,296699.0,712530.0,290475.0,459590.0,1169783.0,167250.0,173682.0,157336.0,201701.0
7200,209510.0,329053.0,724850.0,309210.0,497835.0,1191576.0,183600.0,189393.0,167445.0,220307.0
9000,225045.0,357000.0,734970.0,327632.0,537142.0,1222156.0,200282.0,202750.0,178310.0,233065.0
10800,240085.0,379617.0,742682.0,345000.0,583304.0,1251510.0,212170.0,214171.0,186499.0,
12600,254835.0,403107.0,751060.0,,633128.0,1288066.0,223176.0,226676.0,196155.0,
14400,268900.0,422700.0,761655.0,380025.0,689439.0,1320651.0,236520.0,238185.0,204755.0,
16200,284276.0,,770147.0,,749280.0,1355175.0,250111.0,250392.0,213718.0,
18000,299695.0,464029.0,779825.0,419175.0,816278.0,1386200.0,263122.0,264090.0,222888.0,
19800,317010.0,485745.0,789415.0,438570.0,885510.0,1418200.0,277065.0,279638.0,234238.0,
21600,334024.0,508090.0,799405.0,457085.0,949024.0,1441395.0,293455.0,298187.0,245217.0,
23400,353994.0,530339.0,810960.0,478327.0,967895.0,1471044.0,310530.0,315776.0,256240.0,
25200,373558.0,551507.0,821632.0,496450.0,975889.0,,325715.0,333878.0,266520.0,
27000,391657.0,,835710.0,512779.0,986835.0,1515992.0,340417.0,353205.0,276472.0,
28800,407850.0,,846588.0,529173.0,993405.0,1532017.0,353516.0,372290.0,287275.0,
30600,,587143.0,856210.0,544457.0,999175.0,,365522.0,392480.0,295675.0,
32400,436494.0,605795.0,866235.0,,1004012.0,,376645.0,405900.0,305127.0,
34200,450124.0,627260.0,877013.0,568811.0,1009670.0,,385112.0,419372.0,312745.0,
36000,,646486.0,889856.0,576847.0,,,390877.0,432448.0,319076.0,
37800,470225.0,662873.0,902616.0,583096.0,1017344.0,,398685.0,441271.0,323744.0,
39600,477825.0,677724.0,916128.0,589225.0,1021031.0,,404030.0,448685.0,328480.0,
41400,,690379.0,930325.0,,1023765.0,,407291.0,453897.0,332900.0,
43200,489668.0,698134.0,946457.0,600646.0,1026208.0,,411761.0,458428.0,336278.0,
45000,,,960510.0,606849.0,1029945.0,,,,,
46800,498605.0,712921.0,977397.0,612007.0,1034545.0,,417797.0,466305.0,,
48600,501945.0,720725.0,994757.0,616210.0,1040749.0,,421372.0,471940.0,,
50400,505830.0,724806.0,1010938.0,621402.0,1050197.0,,424760.0,476831.0,351145.0,
52200,509940.0,728842.0,1026900.0,627161.0,1055454.0,,429240.0,481150.0,355483.0,
54000,513390.0,732685.0,1047745.0,634643.0,1062935.0,,434205.0,486496.0,360549.0,
55800,518060.0,738765.0,1064584.0,640967.0,1071726.0,,442241.0,492292.0,366693.0,
57600,523313.0,744927.0,1084633.0,,1077310.0,,451906.0,499165.0,375560.0,
59400,529090.0,752888.0,1104292.0,659366.0,1084168.0,,461820.0,507290.0,384111.0,
61200,536872.0,762506.0,1126995.0,672029.0,1090886.0,,469265.0,517366.0,391037.0,
